Name,Age,Season,Transfer_fee,pac,dri,sho,def,pas,phy
Diego Souza,24,2008-2009,4000000,,,,,,
Miguel Britos,23,2008-2009,4000000,,,,,,
Álvaro Arbeloa,26,2009-2010,4000000,,,,,,
Pedro León,22,2009-2010,4000000,,,,,,
Damien Duff,30,2009-2010,4000000,,,,,,
Zé Roberto,35,2009-2010,4000000,,,,,,
Ibson,25,2009-2010,4000000,,,,,,
Mathieu Coutadeur,23,2009-2010,4000000,,,,,,
Esteban Granero,22,2009-2010,4000000,,,,,,
Pablo Barrientos,24,2009-2010,4000000,,,,,,
Stephen Hunt,28,2009-2010,4000000,,,,,,
Orlando Engelaar,29,2009-2010,4000000,,,,,,
Michaël Ciani,25,2009-2010,4000000,,,,,,
Sebastián Leto,22,2009-2010,4000000,,,,,,
Gabriel Obertan,20,2009-2010,4000000,,,,,,
Brown Ideye,21,2009-2010,4000000,,,,,,
Gaël Givet,27,2009-2010,4000000,,,,,,
Éder Luís,24,2009-2010,4000000,,,,,,
Juan Forlín,21,2009-2010,4000000,,,,,,
Maicón,20,2009-2010,4000000,,,,,,
Danilo Silva,23,2009-2010,4000000,,,,,,
Éverton,21,2009-2010,4000000,,,,,,
Nicolás Lodeiro,20,2009-2010,4000000,,,,,,
Leandro Caruso,27,2009-2010,4000000,,,,,,
Victor Ramos,20,2009-2010,4000000,,,,,,
Pablo Fontanello,24,2009-2010,4000000,,,,,,
Scott Dann,22,2009-2010,4000000,,,,,,
Leonardo Bonucci,22,2009-2010,4000000,,,,,,
Alejandro Faurlín,22,2009-2010,4000000,,,,,,
Rod Fanni,29,2010-2011,4000000,,,,,,
Mario Bolatti,25,2010-2011,4000000,,,,,,
Onyekachi Apam,23,2010-2011,4000000,,,,,,
Dmitri Kombarov,23,2010-2011,4000000,,,,,,
Nicolás Otamendi,22,2010-2011,4000000,,,,,,
Igor de Camargo,27,2010-2011,4000000,,,,,,
Kirill Kombarov,23,2010-2011,4000000,,,,,,
Maicosuel,24,2010-2011,4000000,,,,,,
Curtis Davies,25,2010-2011,4000000,,,,,,
Mémé Tchité,26,2010-2011,4000000,,,,,,
Paul Konchesky,29,2010-2011,4000000,,,,,,
Ronnie Stam,26,2010-2011,4000000,,,,,,
Cléo,25,2010-2011,4000000,,,,,,
Mauro Formica,22,2010-2011,4000000,,,,,,
Alessio Cerci,23,2010-2011,4000000,,,,,,
Ivan Strinic,23,2010-2011,4000000,,,,,,
Wilfried Bony,22,2010-2011,4000000,,,,,,
Juraj Kucka,23,2010-2011,4000000,,,,,,
Sebastian Rudy,20,2010-2011,4000000,,,,,,
Dídac Vilà,21,2010-2011,4000000,,,,,,
Wellington Silva,18,2010-2011,4000000,,,,,,
Marco Fossati,17,2010-2011,4000000,,,,,,
Alípio,18,2010-2011,4000000,,,,,,
Roberto Firmino,19,2010-2011,4000000,,,,,,
Vieirinha,25,2011-2012,4000000,,,,,,
Jádson,28,2011-2012,4000000,,,,,,
Abdoulay Konko,27,2011-2012,4000000,,,,,,
Julien Féret,29,2011-2012,4000000,,,,,,
Nelson Valdez,27,2011-2012,4000000,,,,,,
Ivo Ilicevic,24,2011-2012,4000000,,,,,,
Sokratis,23,2011-2012,4000000,,,,,,
Mustafa Pektemek,22,2011-2012,4000000,,,,,,
Vladimir Gabulov,27,2011-2012,4000000,,,,,,
Kolbeinn Sigthórsson,21,2011-2012,4000000,,,,,,
Marlos,23,2011-2012,4000000,,,,,,
Henri Bienvenu,23,2011-2012,4000000,,,,,,
Gabriel Silva,20,2011-2012,4000000,,,,,,
Santiago García,20,2011-2012,4000000,,,,,,
Alan Patrick,20,2011-2012,4000000,,,,,,
Marco Rossi,23,2011-2012,4000000,,,,,,
Lima,29,2012-2013,4000000,,,,,,
Oussama Assaidi,24,2012-2013,4000000,,,,,,
Ciro Immobile,22,2012-2013,4000000,,,,,,
Emmanuel Mayuka,21,2012-2013,4000000,,,,,,
Petr Jiracek,26,2012-2013,4000000,,,,,,
Issiar Dia,25,2012-2013,4000000,,,,,,
Delvin N'Dinga,24,2012-2013,4000000,,,,,,
Niklas Moisander,26,2012-2013,4000000,,,,,,
Richmond Boakye,19,2012-2013,4000000,,,,,,
Chinedu Obasi,26,2012-2013,4000000,,,,,,
Benjamin Corgnet,25,2012-2013,4000000,,,,,,
Samba Diakité,23,2012-2013,4000000,,,,,,
Emmanuel Rivière,22,2012-2013,4000000,,,,,,
Romain Hamouma,25,2012-2013,4000000,,,,,,
Francesco Acerbi,24,2012-2013,4000000,,,,,,
Milan Badelj,23,2012-2013,4000000,,,,,,
Vladislav Ignatjev,25,2012-2013,4000000,,,,,,
Francesco Acerbi,24,2012-2013,4000000,,,,,,
Willian,25,2012-2013,4000000,,,,,,
David Abraham,26,2012-2013,4000000,,,,,,
Geoffrey Kondogbia,19,2012-2013,4000000,,,,,,
Dorlan Pabón,24,2012-2013,4000000,,,,,,
Sadio Diallo,21,2012-2013,4000000,,,,,,
Ibrahima Baldé,23,2012-2013,4000000,,,,,,
Gabriel Silva,21,2012-2013,4000000,,,,,,
Marcos Rojo,22,2012-2013,4000000,,,,,,
Valentín Viola,20,2012-2013,4000000,,,,,,
Ismaily,23,2012-2013,4000000,,,,,,
Andrey Eshchenko,28,2012-2013,4000000,,,,,,
Sadio Mané,20,2012-2013,4000000,,,,,,
Pablo Armero,26,2013-2014,4000000,,,,,,
Serdar Tasci,26,2013-2014,4000000,,,,,,
Vladimír Darida,23,2013-2014,4000000,,,,,,
Michel Bastos,30,2013-2014,4000000,,,,,,
Lisandro López,23,2013-2014,4000000,,,,,,
Nicolas Isimat-Mirin,21,2013-2014,4000000,,,,,,
Kike Sola,27,2013-2014,4000000,,,,,,
Giannis Fetfatzidis,22,2013-2014,4000000,,,,,,
Joel Robles,23,2013-2014,4000000,,,,,,
Henrique,27,2013-2014,4000000,,,,,,
Charles Aránguiz,24,2013-2014,4000000,,,,,,
Ilia Maksimov,26,2013-2014,4000000,,,,,,
Jasmin Kurtic,24,2013-2014,4000000,,,,,,
Benjamin Mendy,18,2013-2014,4000000,,,,,,
Nicolás López,19,2013-2014,4000000,,,,,,
Oleksandr Volovyk,27,2013-2014,4000000,,,,,,
Rodney Strasser,23,2013-2014,4000000,,,,,,
Daniel Agger,29,2014-2015,4000000,,,,,,
Olcan Adin,28,2014-2015,4000000,,,,,,
Valentin Stocker,25,2014-2015,4000000,,,,,,
Odil Akhmedov,26,2014-2015,4000000,,,,,,
Esteban Granero,27,2014-2015,4000000,,,,,,
Daniele Galloppa,22,2007-2008,3950000,,,,,,
Charles Amoah,25,2000-2001,3930000,,,,,,
Daniele Vantaggiato,24,2008-2009,3930000,,,,,,
Mahamadou Diarra,21,2002-2003,3900000,,,,,,
Dudu Cearense,20,2003-2004,3900000,,,,,,
Francis Jeffers,23,2004-2005,3900000,,,,,,
Álvaro Arbeloa,24,2006-2007,3900000,,,,,,
Michael Gravgaard,30,2008-2009,3900000,,,,,,
Cristian Molinaro,26,2010-2011,3900000,,,,,,
Damián Álvarez,32,2010-2011,3900000,,,,,,
Salvatore Sirigu,24,2011-2012,3900000,,,,,,
Danny Graham,25,2011-2012,3900000,,,,,,
Alberto Gilardino,19,2001-2002,3870000,,,,,,
Ryan Bennett,21,2011-2012,3850000,,,,,,
Pascal Cygan,28,2002-2003,3830000,,,,,,
Niclas Alexandersson,28,2000-2001,3800000,,,,,,
Darren Huckerby,24,2000-2001,3800000,,,,,,
Mario Yepes,25,2001-2002,3800000,,,,,,
Sylvinho,27,2001-2002,3800000,,,,,,
John de Jong,24,2001-2002,3800000,,,,,,
Toifilou Maoulida,22,2001-2002,3800000,,,,,,
Daniel Van Buyten,26,2004-2005,3800000,,,,,,
Patrick Müller,29,2005-2006,3800000,,,,,,
Boubacar Sanogo,23,2006-2007,3800000,,,,,,
Francisco Fonseca,27,2006-2007,3800000,,,,,,
Massimo Gobbi,26,2006-2007,3800000,,,,,,
Matthew Kilgallon,22,2006-2007,3800000,,,,,,
Marco Ruben,20,2006-2007,3800000,,,,,,
Marcelo Mattos,24,2008-2009,3800000,,,,,,
Steven Davis,23,2008-2009,3800000,,,,,,
Esteban Solari,28,2008-2009,3800000,,,,,,
Sokratis,20,2008-2009,3800000,,,,,,
Seyi Olofinjana,28,2008-2009,3800000,,,,,,
Philippe Coutinho,16,2008-2009,3800000,,,,,,
John Paintsil,27,2008-2009,3800000,,,,,,
Justin Hoyte,23,2008-2009,3800000,,,,,,
Eren Derdiyok,21,2009-2010,3800000,,,,,,
Radoslav Kovac,29,2009-2010,3800000,,,,,,
Marcelo,23,2010-2011,3800000,,,,,,
Marek Suchy,22,2010-2011,3800000,,,,,,
Lorenzo Ariaudo,21,2010-2011,3800000,,,,,,
Matteo Ardemagni,23,2010-2011,3800000,,,,,,
Umut Bulut,28,2011-2012,3800000,,,,,,
Christian Fuchs,25,2011-2012,3800000,,,,,,
Juan Jesus,20,2011-2012,3800000,,,,,,
Arouna Koné,28,2012-2013,3800000,,,,,,
Ron Vlaar,27,2012-2013,3800000,,,,,,
Bakary Sako,24,2012-2013,3800000,,,,,,
Nicola Leali,19,2012-2013,3800000,,,,,,
Leon Best,25,2012-2013,3800000,,,,,,
Adrian Mariappa,25,2012-2013,3800000,,,,,,
Jack Butland,19,2012-2013,3800000,,,,,,
Alexis Rolín,23,2012-2013,3800000,,,,,,
Madjid Bougherra,24,2006-2007,3790000,,,,,,
Fábio Rochemback,30,2011-2012,3790000,,,,,,
David Hopkin,29,2000-2001,3750000,,,,,,
Alf-Inge Haland,27,2000-2001,3750000,,,,,,
Lomana LuaLua,19,2000-2001,3750000,,,,,,
Steve Watson,26,2000-2001,3750000,,,,,,
Lee Carsley,26,2000-2001,3750000,,,,,,
Don Hutchison,29,2000-2001,3750000,,,,,,
Tobias Linderoth,22,2001-2002,3750000,,,,,,
Ilhan Mansiz,26,2001-2002,3750000,,,,,,
Ian Walker,29,2001-2002,3750000,,,,,,
Franck Queudrue,23,2002-2003,3750000,,,,,,
David Prutton,21,2002-2003,3750000,,,,,,
Mart Poom,30,2002-2003,3750000,,,,,,
Kim Källström,21,2003-2004,3750000,,,,,,
Trevor Sinclair,30,2003-2004,3750000,,,,,,
Claudio Reyna,29,2003-2004,3750000,,,,,,
Luciano Figueroa,22,2003-2004,3750000,,,,,,
Martin Albrechtsen,24,2004-2005,3750000,,,,,,
Nicky Butt,29,2004-2005,3750000,,,,,,
Yossi Benayoun,25,2005-2006,3750000,,,,,,
Tolga Seyhan,28,2005-2006,3750000,,,,,,
Jimmy Bullard,27,2006-2007,3750000,,,,,,
Ricardinho,30,2006-2007,3750000,,,,,,
Shefki Kuqi,29,2006-2007,3750000,,,,,,
Andrea Dossena,28,2009-2010,3750000,,,,,,
Asmir Begovic,22,2009-2010,3750000,,,,,,
Yekta Kurtulus,25,2010-2011,3750000,,,,,,
Robbie Keane,31,2011-2012,3750000,,,,,,
Shay Given,35,2011-2012,3750000,,,,,,
Jeffren,23,2011-2012,3750000,,,,,,
Jamie O'Hara,24,2011-2012,3750000,,,,,,
Marco Motta,25,2011-2012,3750000,,,,,,
Paulo Henrique,22,2011-2012,3750000,,,,,,
Maicon,31,2012-2013,3750000,,,,,,
Junior Hoilett,22,2012-2013,3750000,,,,,,
Hasan Ali Kaldirim,22,2012-2013,3750000,,,,,,
Michael Bradley,24,2012-2013,3750000,,,,,,
Matthew Lowton,23,2012-2013,3750000,,,,,,
Josef,23,2012-2013,3750000,,,,,,
Pascal Nouma,30,2002-2003,3730000,,,,,,
Benni McCarthy,28,2006-2007,3700000,,,,,,
Rodolfo,24,2006-2007,3700000,,,,,,
Emiliano Moretti,28,2009-2010,3700000,,,,,,
Thomas Kahlenberg,26,2009-2010,3700000,,,,,,
Mateja Kezman,30,2009-2010,3700000,,,,,,
Mauro Boselli,25,2010-2011,3700000,,,,,,
João Pereira,28,2012-2013,3700000,,,,,,
Ante Vukusic,21,2012-2013,3700000,,,,,,
Jirès Kembo-Ekoko,24,2012-2013,3700000,,,,,,
Jonathas,23,2012-2013,3700000,,,,,,
Paul Scharner,25,2005-2006,3670000,,,,,,
Luís Neto,24,2012-2013,3650000,,,,,,
Matías Fernández,23,2009-2010,3640000,,,,,,
Steven Reid,22,2003-2004,3600000,,,,,,
Darius Vassell,25,2005-2006,3600000,,,,,,
Elvis Abbruscato,25,2005-2006,3600000,,,,,,
Jonathan Santana,24,2006-2007,3600000,,,,,,
Leonardo Pisculichi,22,2006-2007,3600000,,,,,,
Juan Arango,29,2009-2010,3600000,,,,,,
Daniel Montenegro,30,2009-2010,3600000,,,,,,
Antonio Mirante,26,2009-2010,3600000,,,,,,
Carlos Villanueva,23,2009-2010,3600000,,,,,,
Steven Pienaar,28,2010-2011,3600000,,,,,,
Stephen Hunt,28,2010-2011,3600000,,,,,,
Cleiton Xavier,27,2010-2011,3600000,,,,,,
Facundo Bertoglio,20,2010-2011,3600000,,,,,,
Sebastián Fernández,25,2010-2011,3600000,,,,,,
Marc Wilson,23,2010-2011,3600000,,,,,,
Wagner,25,2010-2011,3600000,,,,,,
Martyn Waghorn,20,2010-2011,3600000,,,,,,
Volkan Sen,24,2011-2012,3600000,,,,,,
Marvin Sordell,20,2011-2012,3600000,,,,,,
Andrea Rossi,25,2012-2013,3600000,,,,,,
Kléber,21,2011-2012,3560000,,,,,,
Philippe Senderos,18,2003-2004,3550000,,,,,,
Barreto,27,2012-2013,3550000,,,,,,
Didier Deschamps,31,2000-2001,3500000,,,,,,
Santiago Solari,23,2000-2001,3500000,,,,,,
Thomas Gravesen,24,2000-2001,3500000,,,,,,
Jeong-hwan Ahn,23,2000-2001,3500000,,,,,,
Vasilios Tsiartas,27,2000-2001,3500000,,,,,,
Stephen Hughes,23,2000-2001,3500000,,,,,,
Marc Wilmots,31,2000-2001,3500000,,,,,,
Gabriel Heinze,23,2001-2002,3500000,,,,,,
Maxwell,19,2001-2002,3500000,,,,,,
Vitali Kutuzov,21,2001-2002,3500000,,,,,,
Yksel Osmanovski,24,2001-2002,3500000,,,,,,
Jorge Bermúdez,30,2001-2002,3500000,,,,,,
Marek Jankulovski,25,2002-2003,3500000,,,,,,
Dwight Yorke,30,2002-2003,3500000,,,,,,
Dagui Bakari,27,2002-2003,3500000,,,,,,
Juan,23,2002-2003,3500000,,,,,,
Luís Fabiano,21,2002-2003,3500000,,,,,,
Júlio Baptista,21,2003-2004,3500000,,,,,,
Gabriel Milito,22,2003-2004,3500000,,,,,,
Benni McCarthy,25,2003-2004,3500000,,,,,,
Zdenek Grygera,23,2003-2004,3500000,,,,,,
Jens Lehmann,33,2003-2004,3500000,,,,,,
Ognjen Koroman,24,2003-2004,3500000,,,,,,
Ahmet Dursun,25,2003-2004,3500000,,,,,,
Collins John,18,2003-2004,3500000,,,,,,
Gabriel Tamas,20,2003-2004,3500000,,,,,,
Thomas Buffel,23,2004-2005,3500000,,,,,,
Dudu Cearense,21,2004-2005,3500000,,,,,,
Cris,27,2004-2005,3500000,,,,,,
John Carew,24,2004-2005,3500000,,,,,,
Paul Freier,24,2004-2005,3500000,,,,,,
Ariza Makukula,23,2004-2005,3500000,,,,,,
Dennis Rommedahl,25,2004-2005,3500000,,,,,,
Cícero,18,2004-2005,3500000,,,,,,
Mariano González,23,2004-2005,3500000,,,,,,
Nicolás Burdisso,23,2004-2005,3500000,,,,,,
Luís Fabiano,23,2004-2005,3500000,,,,,,
Jefferson Farfán,19,2004-2005,3500000,,,,,,
Ewerthon,24,2005-2006,3500000,,,,,,
Aílton,32,2005-2006,3500000,,,,,,
Deivid,25,2005-2006,3500000,,,,,,
Grzegorz Rasiak,26,2005-2006,3500000,,,,,,
Thiago Silva,20,2005-2006,3500000,,,,,,
Alberto Rivera,27,2005-2006,3500000,,,,,,
Grafite,26,2005-2006,3500000,,,,,,
Jonás Gutiérrez,22,2005-2006,3500000,,,,,,
Pablo Zabaleta,20,2005-2006,3500000,,,,,,
Konstantinos Katsouranis,27,2006-2007,3500000,,,,,,
Jiri Jarosik,28,2006-2007,3500000,,,,,,
Ronald Zubar,20,2006-2007,3500000,,,,,,
Roberto Guana,25,2006-2007,3500000,,,,,,
Jérémy Ménez,19,2006-2007,3500000,,,,,,
Stefano Mauri,26,2006-2007,3500000,,,,,,
Ricardo Osorio,26,2006-2007,3500000,,,,,,
Francisco Fonseca,26,2006-2007,3500000,,,,,,
Diego Rivas,26,2006-2007,3500000,,,,,,
Gijs Luirink,22,2006-2007,3500000,,,,,,
Claude Davis,27,2006-2007,3500000,,,,,,
Daniel Montenegro,27,2006-2007,3500000,,,,,,
Nelson Rivas,23,2006-2007,3500000,,,,,,
Pablo Vitti,21,2006-2007,3500000,,,,,,
Konstantinos Katsouranis,30,2009-2010,3500000,,,,,,
Hérita Ilunga,27,2009-2010,3500000,,,,,,
Gelson Fernandes,22,2009-2010,3500000,,,,,,
Christian Giménez,28,2009-2010,3500000,,,,,,
Ivan Obradovic,21,2009-2010,3500000,,,,,,
Boško Jankovic,25,2009-2010,3500000,,,,,,
Daniele Mannini,25,2009-2010,3500000,,,,,,
Marco Motta,23,2009-2010,3500000,,,,,,
Paulo Machado,23,2009-2010,3500000,,,,,,
Dean Whitehead,27,2009-2010,3500000,,,,,,
Emiliano Viviano,23,2009-2010,3500000,,,,,,
Alexander Tettey,23,2009-2010,3500000,,,,,,
Mario Bolatti,24,2009-2010,3500000,,,,,,
Sekou Cissé,24,2009-2010,3500000,,,,,,
Seyi Olofinjana,29,2009-2010,3500000,,,,,,
Michele Paolucci,23,2009-2010,3500000,,,,,,
Craig Gardner,23,2009-2010,3500000,,,,,,
Ched Evans,20,2009-2010,3500000,,,,,,
Fabián Orellana,23,2009-2010,3500000,,,,,,
Marco Parolo,24,2009-2010,3500000,,,,,,
Danilinho,23,2010-2011,3500000,,,,,,
Jelle Van Damme,27,2010-2011,3500000,,,,,,
Jeremain Lens,22,2010-2011,3500000,,,,,,
Bakari Koné,28,2010-2011,3500000,,,,,,
Nelson Valdez,26,2010-2011,3500000,,,,,,
Emir Bajrami,22,2010-2011,3500000,,,,,,
Georg Niedermeier,24,2010-2011,3500000,,,,,,
Arouca,23,2010-2011,3500000,,,,,,
Anthony Modeste,22,2010-2011,3500000,,,,,,
Ismael Sosa,23,2010-2011,3500000,,,,,,
Neto,21,2010-2011,3500000,,,,,,
Alan,21,2010-2011,3500000,,,,,,
José Salomón Rondón,20,2010-2011,3500000,,,,,,
José Antonio Reyes,28,2011-2012,3500000,,,,,,
Diego Capel,23,2011-2012,3500000,,,,,,
Maxwell,30,2011-2012,3500000,,,,,,
Barreto,25,2011-2012,3500000,,,,,,
Emmanuel Eboué,28,2011-2012,3500000,,,,,,
Nicolas N'Koulou,21,2011-2012,3500000,,,,,,
Jonathan Pitroipa,25,2011-2012,3500000,,,,,,
Nigel de Jong,27,2012-2013,3500000,,,,,,
Emiliano Insúa,24,2012-2013,3500000,,,,,,
Sokratis,24,2012-2013,3500000,,,,,,
Diego López,30,2012-2013,3500000,,,,,,
Zvjezdan Misimovic,30,2012-2013,3500000,,,,,,
Fernando Gago,26,2012-2013,3500000,,,,,,
Anthony Mounier,24,2012-2013,3500000,,,,,,
Paolo Guerrero,28,2012-2013,3500000,,,,,,
Artjoms Rudnevs,24,2012-2013,3500000,,,,,,
Hamit Altintop,29,2012-2013,3500000,,,,,,
Mattia Cassani,28,2012-2013,3500000,,,,,,
Marquinho,26,2012-2013,3500000,,,,,,
Éder,25,2012-2013,3500000,,,,,,
Razak Boukari,25,2012-2013,3500000,,,,,,
Alen Boksic,30,2000-2001,3450000,,,,,,
Jason Koumas,22,2002-2003,3450000,,,,,,
Rob Hulse,26,2006-2007,3450000,,,,,,
Gustavo Poyet,33,2001-2002,3400000,,,,,,
Thomas Gravesen,28,2004-2005,3400000,,,,,,
Bryan Bergougnoux,22,2005-2006,3400000,,,,,,
Jonathan Pereira,22,2009-2010,3400000,,,,,,
Quincy Owusu-Abeyie,23,2009-2010,3400000,,,,,,
Edinho,27,2010-2011,3400000,,,,,,
Marco Torsiglieri,22,2010-2011,3400000,,,,,,
Geoff Horsfield,26,2000-2001,3380000,,,,,,
Gavin McCann,25,2003-2004,3380000,,,,,,
Gastón Ramírez,19,2010-2011,3360000,,,,,,
Abdeslam Ouaddou,22,2001-2002,3300000,,,,,,
Stelios Venetidis,24,2001-2002,3300000,,,,,,
Danijel Ljuboja,25,2003-2004,3300000,,,,,,
Luis Perea,25,2004-2005,3300000,,,,,,
Jesper Grönkjaer,26,2004-2005,3300000,,,,,,
Martin Jiranek,25,2004-2005,3300000,,,,,,
Filip Holosko,22,2005-2006,3300000,,,,,,
Christian Wilhelmsson,26,2006-2007,3300000,,,,,,
Daniele Bonera,25,2006-2007,3300000,,,,,,
Daniel Niculae,23,2006-2007,3300000,,,,,,
Míchel,24,2009-2010,3300000,,,,,,
Sebastián Prediger,22,2009-2010,3300000,,,,,,
Michele Paolucci,23,2009-2010,3300000,,,,,,
Jaime Valdés,29,2010-2011,3300000,,,,,,
Jonathan Walters,26,2010-2011,3300000,,,,,,
Jihai Sun,24,2001-2002,3260000,,,,,,
Martin Petrov,22,2001-2002,3250000,,,,,,
Yildiray Bastürk,22,2001-2002,3250000,,,,,,
Danny Murphy,27,2004-2005,3250000,,,,,,
Tomas Jun,22,2005-2006,3250000,,,,,,
Radhi Jaidi,30,2006-2007,3250000,,,,,,
Jelle Van Damme,26,2010-2011,3250000,,,,,,
Danny Murphy,28,2005-2006,3210000,,,,,,
Sebastian Kehl,21,2001-2002,3200000,,,,,,
Liedson,25,2003-2004,3200000,,,,,,
Jordi Hoogstrate,20,2003-2004,3200000,,,,,,
Tim Howard,24,2003-2004,3200000,,,,,,
Emmanuel Adebayor,19,2003-2004,3200000,,,,,,
Cesc Fàbregas,16,2003-2004,3200000,,,,,,
Cristian Silvestri,29,2004-2005,3200000,,,,,,
Diego Forlán,25,2004-2005,3200000,,,,,,
Vikash Dhorasoo,31,2005-2006,3200000,,,,,,
Fran Mérida,15,2005-2006,3200000,,,,,,
David Cotterill,18,2006-2007,3200000,,,,,,
Corrêa,25,2006-2007,3200000,,,,,,
Giovanni Moreno,24,2010-2011,3200000,,,,,,
Luis Jiménez,26,2010-2011,3180000,,,,,,
Louis Saha,21,2000-2001,3150000,,,,,,
Marcus Bent,22,2000-2001,3150000,,,,,,
Vratislav Lokvenc,26,2000-2001,3150000,,,,,,
Ernesto Farías,23,2003-2004,3150000,,,,,,
Nigel Quashie,26,2004-2005,3150000,,,,,,
Pasquale Foggia,23,2006-2007,3150000,,,,,,
Jiri Stajner,26,2002-2003,3100000,,,,,,
Maciej Zurawski,28,2005-2006,3100000,,,,,,
Maksym Koval,17,2010-2011,3100000,,,,,,
Aleksey Smertin,25,2000-2001,3000000,,,,,,
Stjepan Tomas,24,2000-2001,3000000,,,,,,
Jason Roberts,22,2000-2001,3000000,,,,,,
Emmanuel Olisadebe,22,2000-2001,3000000,,,,,,
Danny Higginbotham,21,2000-2001,3000000,,,,,,
Andrew O'Brien,21,2000-2001,3000000,,,,,,
Antonio Pacheco,24,2000-2001,3000000,,,,,,
Noel Whelan,25,2000-2001,3000000,,,,,,
Changui,23,2000-2001,3000000,,,,,,
Shaun Bartlett,28,2000-2001,3000000,,,,,,
Dmitri Alenichev,27,2000-2001,3000000,,,,,,
Andrejs Stolcers,26,2000-2001,3000000,,,,,,
Oktay Derelioglu,24,2000-2001,3000000,,,,,,
Bjørn Otto Bragstad,29,2000-2001,3000000,,,,,,
Kenny Miller,20,2000-2001,3000000,,,,,,
Olivier Monterrubio,24,2001-2002,3000000,,,,,,
Diego Klimowicz,27,2001-2002,3000000,,,,,,
Christian Giménez,26,2001-2002,3000000,,,,,,
Ahmed Hassan,26,2001-2002,3000000,,,,,,
Olivier Sorlin,22,2001-2002,3000000,,,,,,
Rolan Gusev,24,2001-2002,3000000,,,,,,
Nils-Eric Johansson,21,2001-2002,3000000,,,,,,
Mark Kennedy,25,2001-2002,3000000,,,,,,
Christian Nerlinger,28,2001-2002,3000000,,,,,,
Hakan Ünsal,28,2001-2002,3000000,,,,,,
Christian Karembeu,30,2001-2002,3000000,,,,,,
Alberto Fontana,34,2001-2002,3000000,,,,,,
Jason McAteer,30,2001-2002,3000000,,,,,,
Marco Reich,23,2001-2002,3000000,,,,,,
Roy Carroll,23,2001-2002,3000000,,,,,,
Jonathan Greening,22,2001-2002,3000000,,,,,,
Jiri Jarosik,25,2002-2003,3000000,,,,,,
Dmitri Sychev,19,2002-2003,3000000,,,,,,
Angelos Charisteas,22,2002-2003,3000000,,,,,,
Cosmin Contra,26,2002-2003,3000000,,,,,,
Antti Niemi,30,2002-2003,3000000,,,,,,
Rodrigo Fabri,26,2002-2003,3000000,,,,,,
Federico Insúa,23,2002-2003,3000000,,,,,,
Michael Svensson,26,2002-2003,3000000,,,,,,
Marcus Allbäck,29,2002-2003,3000000,,,,,,
Grigoris Georgatos,29,2002-2003,3000000,,,,,,
Nuno Espírito Santo,28,2002-2003,3000000,,,,,,
Facundo Sava,28,2002-2003,3000000,,,,,,
Remco van der Schaaf,23,2002-2003,3000000,,,,,,
Souza,27,2002-2003,3000000,,,,,,
Kiki Musampa,25,2003-2004,3000000,,,,,,
David Bellion,20,2003-2004,3000000,,,,,,
Jérémie Bréchet,24,2003-2004,3000000,,,,,,
Thomas Sörensen,27,2003-2004,3000000,,,,,,
Modeste M'Bami,20,2003-2004,3000000,,,,,,
Brett Emerton,24,2003-2004,3000000,,,,,,
Carl Cort,26,2003-2004,3000000,,,,,,
Marco Streller,22,2003-2004,3000000,,,,,,
Roberto Nanni,21,2003-2004,3000000,,,,,,
Vedin Music,30,2003-2004,3000000,,,,,,
Amdy Fayé,27,2004-2005,3000000,,,,,,
Danny,21,2004-2005,3000000,,,,,,
Maicon,22,2004-2005,3000000,,,,,,
Georgios Seitaridis,23,2004-2005,3000000,,,,,,
Pablo Ibáñez,22,2004-2005,3000000,,,,,,
Paul Robinson,24,2004-2005,3000000,,,,,,
Ibrahim Toraman,22,2004-2005,3000000,,,,,,
Pedro Mendes,25,2004-2005,3000000,,,,,,
Ilan,23,2004-2005,3000000,,,,,,
Daniel Moreira,26,2004-2005,3000000,,,,,,
Habib Bamogo,22,2004-2005,3000000,,,,,,
Éric Carrière,31,2004-2005,3000000,,,,,,
Stephen Carr,27,2004-2005,3000000,,,,,,
Fabrice Fiorèse,29,2004-2005,3000000,,,,,,
Julio Cáceres,24,2004-2005,3000000,,,,,,
Vedran Runje,28,2004-2005,3000000,,,,,,
Juan Carlos Menseguez,20,2004-2005,3000000,,,,,,
Tomasz Radzinski,30,2004-2005,3000000,,,,,,
Josemi,24,2004-2005,3000000,,,,,,
Batista,29,2004-2005,3000000,,,,,,
Florin Bratu,24,2004-2005,3000000,,,,,,
Tomas Hübschman,22,2004-2005,3000000,,,,,,
Jelle Van Damme,20,2004-2005,3000000,,,,,,
Peter Crouch,23,2004-2005,3000000,,,,,,
Clinton Morrison,26,2005-2006,3000000,,,,,,
Jesper Grönkjaer,27,2005-2006,3000000,,,,,,
Santos,26,2005-2006,3000000,,,,,,
Aruna Dindane,24,2005-2006,3000000,,,,,,
Albert Riera,23,2005-2006,3000000,,,,,,
Alou Diarra,23,2005-2006,3000000,,,,,,
Frédéric Piquionne,26,2005-2006,3000000,,,,,,
Pascal Feindouno,24,2005-2006,3000000,,,,,,
Fabrice Pancrate,25,2005-2006,3000000,,,,,,
Grzegorz Rasiak,26,2005-2006,3000000,,,,,,
Andrew O'Brien,26,2005-2006,3000000,,,,,,
Abou Diaby,19,2005-2006,3000000,,,,,,
Mohamed Zidan,23,2005-2006,3000000,,,,,,
Erik Edman,26,2005-2006,3000000,,,,,,
